table_name,affiliation,type
by, President Bihar Working Journalists Union ,Complainant
by, Correspondent Dharmyudh Samachar,Complainant
by, Journalist District Gaya Bihar ,Complainant
by, Journalist Bhind Madhya Pradesh ,Complainant
by, Journalist Gopal Hospital,Complainant
by, District Narsinghpur M.P. ,Complainant
by, Correspondent Amar Ujala,Complainant
by, Journalist Amar Ujala,Complainant
by, Advocate/Journalist Janpad Sultanpur ,Complainant
by, Editor Shastri Samvad and Fatehpur Ki Samasya,Complainant
by, Editor Weekly Changez,Complainant
by, Khiri ,Complainant
by, Rashtra Chinha,Complainant
by, Local Correspondent Hindustan Goda U.P. ,Complainant
by, Chief Editor Dainik Hindu Ki Lalkar,Complainant
by, Correspondent Dainik Mazdoor Morcha,Complainant
by, Editor District Gazette Weekly,Complainant
by, Dainik Jagran ,Complainant
by, Aaj ,Complainant
by, Hindustan ,Complainant
by, Beete Saat Din ,Complainant
by, ,Complainant
by, Journalist Aaj,Complainant
by, Journalist Aaj,Complainant
by, Police Pratigya Alhajanj District Shahjahanpur ,Complainant
by, Corres-pondent Dainik Jagran,Complainant
by, Journalist Dainik Jagran District Mathura U.P. ,Complainant
by, Journalist,Complainant
by, Editor Janmitra,Complainant
by, Editor April  Pondicherry ,Complainant
by, Editor News Times Observer English Weekly Pondicherry ,Complainant
by, Chief Editor Tumsar Patrika,Complainant
by, Chief Editor Nishpaksh Azamgarh Sanket,Complainant
by, Editor Semariya Express Semariya M.P. ,Complainant
by, Chief Editor Rustam-e-Hind Nangloi,Complainant
by,,Complainant
by, Correspondent Jugasankha Bengali Daily,Complainant
by, Representative of Begusarai Times,Complainant
by, Publisher/Editor Drishtipat Hindi monthly,Complainant
by, Editor Nyaydata ,Complainant
by, Khilafat Bulletin Devband ,Complainant
by, Journalist Amar Ujala district Mahoba U.P. ,Complainant
by, Editor Nav Jammu Jammu Tawi ,Complainant
by, Journalist,Complainant
by, Tehsil Correspondent of Dainik Aaj Chakranagar District Itawah U.P. ,Complainant
by, journalist Aaj Sonbhadra ,Complainant
by, Publisher Rashtriya Hindi Mail,Complainant
by, Publisher Rashtriya Hindi Mail,Complainant
by, Hindubhoomi Ajmer ,Complainant
by, Rajasthan Small and Periodical Newspaper Editor's Council,Complainant
by, Regional President Rajasthan Laghu Samacharpatra Sangh,Complainant
by, Editor Publisher Ajmer Adalat ,Complainant
by, State President Rajasthan Small Newspapers Union,Complainant
by, Rajasthan Small & Periodicals Newspaper Editor's Council,Complainant
by, Editor Dainik Bhaskar,Complainant
by, Hamara Nara,Complainant
by, Editor Pratah Kamal,Complainant
by, District General Secretary Bihar Working Journalist Union Nalanda Bihar ,Complainant
by, President Non-Daily Newspapers Association Farbesganj ,Complainant
by, Officiating President Journalist Union of U.P.,Complainant
by, Officiating President Journalist Union of U.P.,Complainant
by, Editor Dainik Unnao Times,Complainant
by, Chief Editor Varanasi Times,Complainant
by, Editor Lokalaya Saptahik,Complainant
by, Editor Dainik Dashanan,Complainant
by, District Correspondent Amar Ujala,Complainant
by, Journalist,Complainant
by, Editor Pilibhit Times Weekly,Complainant
by, Editor Paigham-E-Wafa,Complainant
by, Editor Gram Utthan Newspaper,Complainant
by, Editor Akash Marg Daily,Complainant
by,,Complainant
by, Journalists Union of U.P. ,Complainant
by, Convenor Dainik Din-Raat Itawah U.P. ,Complainant
by, Editor/Owner Suraj Kesari Hindi daily,Complainant
by, Correspondent Dainik Avadh Express,Complainant
by, President Rajasthan Small & Periodical Newspaper Editor's Council Beawar and Editor Veer Rajasthan Baewar Rajasthan and Nirantar Baewar Rajasthan ,Complainant
by, President Rajasthan Small & Periodical Newspaper Editor's Council Beawar and Editor Veer Rajasthan Baewar Rajasthan and Nirantar Baewar Rajasthan ,Complainant
by, Convenor The Patrakar Parishad Panipat ,Complainant
by, Convenor The Patrakar Parishad Panipat ,Complainant
by, Staff Correspondent Financial Express Bhubaneswar ,Complainant
by, Journalists Association Bhind Madhya Pradesh ,Complainant
by, Manipal Printers and Publishers Ltd. Manipal Karnataka ,Complainant
by, Reporter AIR,Complainant
by, Freelance Journalist,Complainant
by, Editor Kirtiman,Complainant
by, Executive Editor Tarun Bharat Belgaum ,Complainant
by, Publisher Gramanchal Shilpanchaler Khabar,Complainant
by, Editor Gramanchal Shilpanchaler Khabar,Complainant
by, Editor Gramanchal Shilpanchaler Khabar,Complainant
by, Durgapur Jana Samachar,Complainant
by, Journalist Sanmarg Hindi daily,Complainant
by, Editor Arogyadham,Complainant
by, Corres-pondent Lok Sarathi Urai ,Complainant
by, (through) National Press Club of India,Complainant
by, Chairman National Press Club of India,Complainant
by, Correspondent Press Forum Patrika,Complainant
by, Chief Editor Jakhmi Bhumi,Complainant
by, local representative/journalist Panchjanya,Complainant
by, Dainik Devas Darpan Devas M.P. ,Complainant
by,,Complainant
by, Journalist/President Jhansi Press Club,Complainant
by, Editor Gram Utthan,Complainant
by, Standard Ajmenav,Complainant
by, Correspondent Bharat Apradh Samachar,Complainant
by, Reporter Dainik Hindu,Complainant
by, Aawaz Darpan Weekly,Complainant
by, Editor Aaj Ke Log Hindi Fortnightly Janpad Rampur ,Complainant
by, Editor Oswal Pratiyogita Vigyapan,Complainant
by, Satya Darpan Weekly,Complainant
by, Editor Asia-82,Complainant
by, Publisher Dainik Pilot Bhatinda ,Complainant
by, University Today,Complainant
by, The Bharashttantra  Rohtak ,Complainant
by, Journalist,Complainant
by, Freelance Journalist,Complainant
by, Vatan-E-Millat Urdu Weekly,Complainant
by, Editor Bharat Bhoomi daily Ajmer ,Complainant
by, Editor Hindu,Complainant
by, President Central Punjabi Newspapers Association,Complainant
by, Chief Editor Indore Herald,Complainant
by, Publisher Khas Jagran,Complainant
by, Urdu Weekly,Complainant
by, Insaaf Ki Batein Kajipura Baharaich U.P. ,Complainant
by, Publisher Voice of Politics,Complainant
by, Mukta Bihanga,Complainant
by, Editor Anant Prabha India,Complainant
by, District Correspondent Swaraj Times,Complainant
by, Chief Editor Desh Dulara,Complainant
by, Chief Editor Desh Dulara,Complainant
by, General Secretary All India Small and Medium Newspapers Federation,Complainant
by, General Secretary All India Small and Medium Newspapers Federation,Complainant
by, Faridabad Mazdoor Samachar,Complainant
by, Editor Reporter's Eyes,Complainant
by, Editor India One Day,Complainant
by, Editor Taphtish Hindi Sultanpur weekly Uttar Pradesh ,Complainant
by, Singh Press Correspondent Daily Spokesman,Complainant
by, and other members of Press Club of Mengalganj Lakhimpur Khiri U.P.,Complainant
by, Editor Operation Hindi weekly Uttar Pradesh ,Complainant
by, Journalist Dainik Jagran Khiri Uttar Pradesh ,Complainant
by, District Bureau Chief Dainik CNN Bulandshahar Uttar Pradesh ,Complainant
by, SubEditor Khuli Kahaniya,Complainant
by, Correspondent Dainik Jagran,Complainant
by,. Freelancer,Complainant
by, Editor Indica Times,Complainant
by, Journalist Satyamail,Complainant
by, Editor Kalyug Ki Duniya,Complainant
by, Editor/ Publisher weekly Barasta Toofan Badanpur Maharashtra ,Complainant
by, Apradh Hathras Bodh Uttar Pradesh ,Complainant
by, Shilpanchaler Gramanchal Khabar,Complainant
by, the Editor USM Patrika,Complainant
by, Publisher/Owner Farmer Sandesh,Complainant
by, Chief Editor Muzaffarnagar Bulletin,Complainant
by, Editor Pilibhit Times,Complainant
by, Managing Editor Savera India Times Nani-Daman ,Complainant
by, Editor Daily Urdu Action,Complainant
by, Journalist and Photographer Chittorgarh ,Complainant
by, Editor Surendranagar Times ,Complainant
by, Correspondent Hindustan,Complainant
by, Editor Shukra Shani weekly,Complainant
by, Correspondent UNI ,Complainant
by, Correspondent Amar Ujala Badayun ,Complainant
by, Activist National Human Rights Association,Complainant
by, Rashtriya Naveen Mail,Complainant
by, Rashtriya Naveen Mail,Complainant
by, Journalist District Devdhar Bihar ,Complainant
by,,Complainant
by, Journalist Rashtrasatta,Complainant
by, Journalist,Complainant
by, Journalist,Complainant
by, Editor Zero Times,Complainant
by, Sub-Editor Aaj Lucknow and others ,Complainant
by, Publisher/Editor Desh Dulara,Complainant
by, Chief Editor Desh Ke Kamere Hindi Weekly,Complainant
by, Editor Hathras Samachar,Complainant
by, Corres-pondent Rashtriya Sahara,Complainant
by, Editor Amar Ujala,Complainant
by, Publisher Mathura Refinery Darpan ,Complainant
by, Editor Laity Focus and News Bangalore ,Complainant
by, Nakkheeran,Complainant
by, Shanti Sainik,Complainant
by, Nakkheeran,Complainant
by, Reporter Kashmir Times,Complainant
by, Editor The Pilot,Complainant
by, Editor/Publisher Hindi weekly Tanwar Bharat,Complainant
by, Chief Editor Buland Yuva Buland ,Complainant
by, Chief Editor Buland Yuva Buland ,Complainant
by, Journalist,Complainant
by, Bureau Chief Dainik Public Asia,Complainant
by, General Secretary Patrakar Sangh Mehar ,Complainant
by, Durga Shakti Weekly District Ujjain ,Complainant
by, Chief Editor Sanjha Lokswami,Complainant
by, Chief Editor Shramsudha M.P. ,Complainant
by, Managing Editor Samay Hindi Daily Siddi M.P. ,Complainant
by, of Sarita ,Complainant
by, Editor Yuva Pukar and Sher-e-Yamuna Paar,Complainant
by, Editor The Page,Complainant
by, Executive Editor Diler Shakti,Complainant
by, Chief Editor Khabardar India. Delhi ,Complainant
by, Chief Editor Khetihar Hiteshi Hindi weekly Rewari Haryana ,Complainant
by, Editor Samajik Bhawana,Complainant
by, Editor The Page,Complainant
by, Executive Editor Diler Shakti,Complainant
by, Chief Editor Khabardar India. Delhi ,Complainant
by, Chief Editor Khetihar Hiteshi Hindi weekly Rewari Haryana ,Complainant
by, Editor Samajik Bhawana,Complainant
by, President Rajasthan Small and Periodical Newspapers Editors Council ,Complainant
by, Chief Editor Muzaffarnagar Bulletin,Complainant
by, President Newspaper Editors Guild of India,Complainant
by, President Rajasthan Small and Periodical Newspaper Editors Council Byawar ,Complainant
by, of Allahabad News Reporters Club ,Complainant
by, Editor Shramik Yug Hindi Weekly,Complainant
by, Special Corres-pondent Excelsior,Complainant
by, Namaskar Times,Complainant
by, Editor University Today,Complainant
by, University Today,Complainant
by, General Secretary Coochbehar Press Club ,Complainant
by, Editor Aghosita Bidhayak North 24 Parganas  ,Complainant
by, Secretary Nadia District Patra Patrika Parishad Nadia ,Complainant
by, Journalist ,Complainant
by, Public Relations Head Apni Ranchi Hindi weekly,Complainant
by, Secretary All India Small and Medium Newspapers Editor's Association Bihar ,Complainant
by, Begusarai Times,Complainant
by, Publisher and Prop. Utkal Mail,Complainant
by, Publisher Utkal Mail Bhubaneswar ,Complainant
by, Bureau Chief Dainik Narmada Kesari,Complainant
by, District Representative,Complainant
by, Editor Buland Bharat and District Convenor All India Journalists Committee,Complainant
by, Executive  Amar Ujala,Complainant
by, Jammu and Kashmir Union of Working Journalists ,Complainant
by, Editor Dainik Pilot,Complainant
by, Ludhiana Cycle Samachar,Complainant
by, The Sarpanch Daily,Complainant
by, Corres-pondent Trigut Dainik Sonepat ,Complainant
by, Editor Good Haryana,Complainant
by,,Complainant
by, President Haryana Patrakar Manch,Complainant
by, Chief Editor Publisher Naujawan Darpan,Complainant
by, Chief Editor Zehran Samachar Darpan,Complainant
by, Editor Krantikari Sanket,Complainant
by, Reporter All India Radio,Complainant
by, A Novel Times,Complainant
by, 'Nirol Sach' Punjabi Fort-nightly,Complainant
by, Vice-President Journalist Union of Uttar Pradesh ,Complainant
by, Editor Central Express Mahrajganj ,Complainant
by, Varanasi Times,Complainant
by, Editor / Publisher Yatayat Chetna ,Complainant
by, Editor / Publisher Yatayat Chetna ,Complainant
by, Editor Rashtriya Jang Times,Complainant
by, Editor Manav Jagat,Complainant
by, Correspondent Dainik Jagran Baharaich ,Complainant
by, Editor Gram Utthan Newspaper,Complainant
by, Journalist,Complainant
by, Editor Aaj Rashtrasatta,Complainant
by, Director Dainik Din-Raat Itawah Uttar Pradesh ,Complainant
by, President National Union of Journalists,Complainant
by, Secre-tary Darrang District Journalists Asso-ciation Mangaldai ,Complainant
by, Editor 'Andaman Today' English fortnightly ,Complainant
by, Editor  Nanpara Times,Complainant
by, ,Complainant
by, Editor Suraj Kesari,Complainant
by, Editor Proprietor and Publisher of 'The Light of Andamans' ,Complainant
by, Editor 'Mazdoor Morcha' Hindi fortnightly published from Faridabad ,Complainant
by, Editor Hathras Samachar,Complainant
by, Correspondent and Chairman,Complainant
by, President Akhil Bharatiya Patrakar Parishad M. P. ,Complainant
by, Chief Editor 'Berozgar Times',Complainant
by, Correspondent Muzaffarnagar Bulletin ,Complainant
by, Editor Lokpath Vani ,Complainant
by,' Bengali Fortnightly,Complainant
by,' ,Complainant
by, of Sambad and Sun Times Bhubaneswar ,Complainant
by, Editor Daily 'Deshar Katha',Complainant
by, Editor Pudhari,Complainant
by, Chief Editor Jung-E-Jawan,Complainant
by, Editor Korba Kashyap,Complainant
by, Editor-in-Chief The Pioneer ,Complainant
by, Journal-ist Panipat ,Complainant
by, Editor Hoshiyar Khabardar Hindi Weekly,Complainant
by, Editor Saptahik Vichar Prahari Times,Complainant
by, Chief Editor Vachan Badh ,Complainant
by, Chief Editor Dainik Navkaramyug Prakashan,Complainant
by, Editor Univer-sity Today ,Complainant
by, Publisher Utkal Mail,Complainant
by, Editor Ujagar Samachar Hindi Weekly. Jaipur  ,Complainant
by, Editor Tanzeen-E-Hind,Complainant
by, Correspondent Sambad,Complainant
by, editor of Bengali daily Uttar Banga Sambad and Nepali daily Himalchuli published from Siliguri ,Complainant
by, Ex-member Press Council,Complainant
by, journalist Bundelkhand correspondent ,Complainant
by, correspondent Pratipaksh ,Complainant
by, Manag-ing Editor Kerala Herald ,Complainant
by, editor Sajag Bharat Chattarpur ,Complainant
by, District correspondent Dharitiree,Complainant
by, Staff Photo grapher Indian Express,Complainant
by, Arakashakavani  Bangalore ,Complainant
by, Sarpanch  Chandigarh ,Complainant
by, Editor Munsif Urdu daily published from Hydera bad ,Complainant
by, editor and publisher of Sahmat weekly published from Jalore ,Complainant
by, journalist of Sahrsa Bihar regarding non-availability of railway concession to accredited journa-lists of the area ,Complainant
by, Executive Editor of Godateer Samachar Dainik ,Complainant
by, Chief Editor of Dafina Motihari,Complainant
by, editor Pratibhadi Chetna ,Complainant
by, ,Complainant
by, Special Correspondent Yuva Netritva Jyoti,Complainant
by, Editor Sardarshehar Express,Complainant
by, Editor Sardarshehar Express,Complainant
by, Chief Editor Satta Darshan Times,Complainant
by, Managing Editor Chitra Publications,Complainant
by, Editor Vishvabhoomi Hindi Weekly,Complainant
by, Journalist Dainik Nav Prabhat,Complainant
by, Journalist,Complainant
by, Journalist,Complainant
by, Editor Ashoka Express ,Complainant
by, Correspondent/Editor Hind Yuva Reporter,Complainant
by, Editor  Aaj Rashtrasatta,Complainant
by, Bhrashtachar Niyantran,Complainant
by, M.P. Small Newspaper Editors Federation,Complainant
by, Editor Public Asia,Complainant
by, Journalist Raj Sahara,Complainant
by, Staff Correspondent Financial Express Bhubaneswar ,Complainant
by, Malayala Manorama,Complainant
by, President Rajasthan Small & Periodical Newspaper Editor's Council Beawar and Editor Veer Rajasthan Baewar Rajasthan and Nirantar Baewar Rajasthan ,Complainant
by, Editor & Publisher University Today,Complainant
by, Publisher/Printer Dilli Ke Sholey,Complainant
by, Editor Pragastisheel Manch,Complainant
by, Publisher Kairali Prasnam Thiruvananthapuram Kerala ,Complainant
by, Rashtra Ka Aahwahan,Complainant
by, President Bhartiya Patrakar Sangathan,Complainant
by, Editor Akhand Jyot,Complainant
by," General Manager ""The Daily Pudhari""",Complainant
by, Journalist Univarta Bulandshahar ,Complainant
by, Press Reporter,Complainant
by, Correspondent Dainik Jagran,Complainant
by, Journalist Today's Voice,Complainant
by, Editor Samay Ki Dharana,Complainant
by, Royal Bulletin Muzaffarnagar U.P. ,Complainant
by, Bahraich based Correspondent Swatantra Bharat,Complainant
by,. Journalist,Complainant
by, Editor Navratri and Fire,Complainant
by, Badayun based ex-Correspondent Dainik Jagran Badayun U.P. ,Complainant
by, Unnao based Regional Correspondent Dainik Aaj,Complainant
by, Journalist,Complainant
by, Mahoba District Representative Dainik Swadesh Jhansi,Complainant
by, State Times,Complainant
by, State Times,Complainant
by, Bilasipara Correspondent of Aji through Bılasipara Sahitya Sabha,Complainant
by, President Bılasipara Sahitya Sabha,Complainant
by, Correspondent The Sambad,Complainant
by, Ajikali District Balasore Orissa ,Complainant
by, Correspondent Jharkhand Jagran Jharkhand ,Complainant
by, Junoon Times,Complainant
by, Journalist Dainik Rajpath,Complainant
by, Dainik Rajpath,Complainant
by, Manager/Publisher Chhatra Mashal,Complainant
by, Chief Editor Pashupati Vajra,Complainant
by, Proprietor Ludhiana Cycle Samachar,Complainant
by, Chief Editor Sanskriti Navi -Purani,Complainant
by, Editor Suraj Kesari,Complainant
by, Daily Suraj Kesari,Complainant
by, Journalist Pilibhit Times,Complainant
by, Editor Insaf Ka Suraj Hindi Weekly,Complainant
by, Journalist Vypar Bharati,Complainant
by, Mahakal Bharat Samachar,Complainant
by,,Complainant
by, Editor Kauluk Hindı Weekly,Complainant
by, Publisher Pragtishcel Bharat,Complainant
by, Journalist Muzafſarnagar ,Complainant
by, Owner Daily Din Raat,Complainant
by, Editor Hathras Samachar,Complainant
by, Chief Editor Nagar Dehat Darpan,Complainant
by, President Cachar Journalists' Association,Complainant
by, President The Journalists' Union of Assam,Complainant
by, Bartaman Tripura,Complainant
by, Editor-inChief Prabhat Khabar Ranchi regarding release of more advertisements to BJP supported weak newspapers and discrimınation ,Complainant
by, Editor-inChief Prabhat Khabar Ranchi regarding release of more advertisements to BJP supported weak newspapers and discrimınation ,Complainant
by, Editor Steel & Metallurgy English Monthly Magazine,Complainant
by, Shipping & Trade Newsletter,Complainant
by, Editor Such Ka Saya,Complainant
by, Editor University Today,Complainant
by, Editor Azad Parinda,Complainant
by, Tehrik Hindi Fortnightly Rohtak ,Complainant
by, Desh Ka Prahari Hindi Weekly,Complainant
by, Aligarh Samrat Hindi Weekly,Complainant
by, Surya Ka Ujala Hindi Weekly,Complainant
by,Dainik Charcha Aaj ki,Complainant
by,Editor & Shri Kanyakubj Vaishybhumi,Complainant
by,photographer of Shri Kanyakubj Vaishybhumi,Complainant
by,"National Organisation,Secretary General, All India Small Newspapers Association",Complainant
by,"Reporter, Aakhiri Koshish, Journal",Complainant
by,"Reporter, Aakhiri Koshish, Journal",Complainant
by,"Reporter, Aakhiri Koshish, Journal",Complainant
by,Publisher/Journalist Hindi Weekly,Complainant
by,Foreign Correspondent Club New Delhi,Complainant
by,Press Club of India,Complainant
by,INPC,Complainant
by,Press Association,Complainant
by,President NUJ (India),Complainant
by,President Delhi Journalists Association,Complainant
by,President Indian Federation of Working Journalist,Complainant
by,"Correspondent, Nai Duniya Rajgarh",Complainant
by,Editor Desh ke kamere,Complainant
by,Editor Desh ke kamere,Complainant
by,"Berau Chief,Sangam times",Complainant
by,"Correspondent, Amar Ujala",Complainant
by,"President/Journalist, Uttar Pradesh Shramjeevi Patrakar Union",Complainant
by,"Journalist,Dainik Aaj",Complainant
by,"Journalist,Dainik Aaj",Complainant
by,"Editor, Umaria Khabar",Complainant
by,"Editor, Umaria Khabar",Complainant
by,Editor Mansookh Times,Complainant
by,Editor Mansookh Times,Complainant
by,M.P Rajya Sabha,Complainant
by,"Chief Editor of Urdu Daily Newspaper,Akhbar-e-Mashriq",Complainant
by,"Distt. Representative, Danik Parivahan Khoj",Complainant
by,"Editor ,Desh Ke Pahredar",Complainant
by,Photographer Desh Ke Pahredar,Complainant
by,"Bureau Chief,Nai Duniya ",Complainant
by,Owner/Publisher/Editor Dakshin Gujarat Vartman,Complainant
by,Journalist/Editor Satellite Reporter,Complainant
by,Journalist/Editor Satellite Reporter,Complainant
by,Journalist/Editor Satellite Reporter,Complainant
by,Journalist/Editor Satellite Reporter,Complainant
by,"Publisher/Editor, Youth India",Complainant
by,"Publisher/Editor, Youth India",Complainant
by,T.V. Correspondent TV 24,Complainant
by,,Complainant
by,Journalist Hindustan Dainik,Complainant
by,Journalist Hindustan Dainik,Complainant
by,"Editor, Insaf Ki Batten",Complainant
by,,Complainant
by,,Complainant
by,"Correspondent, Daily News Activist,",Complainant
by,"Correspondent, Daily News Activist,",Complainant
by,"Bureau Chief, Raj Express",Complainant
by,"Bureau Chief, Raj Express",Complainant
by,"Bureau Chief, Raj Express",Complainant
by,Journalist TarunMitra,Complainant
by,Journalist Amar Ujala,Complainant
by,Journalist Dainik Jagran,Complainant
by,Journalist Rashtriya Sahara,Complainant
by,"Social Worker, Journalist",Complainant
by,"Correspondent, Dainik Samarth Sahara",Complainant
by,Journalist,Complainant
by,Journalist Rashtriya Sahara,Complainant
by,Journalist Daily News,Complainant
by,"General Secretary,Tripura Journalists Union",Complainant
by,"General Secretary,Tripura Journalists Union",Complainant
by,"SubEditor, Yug Bandhu",Complainant
by,,Complainant
by,President Citizen for Rule of law and Centre for Protection of Freedom of Press,Complainant
by,Journalist,Complainant
by,Journalist,Complainant
by,"Chief Editor, Samadhan Samachar",Complainant
by,SaurabhaDarpan,Complainant
by,"Special Correspondent,Dainik Hakumat Express",Complainant
by,"Editor/Printer, Kootchakra",Complainant
by,,Complainant
by," Chief Editor, Northern Post",Complainant
by," Chief Editor, Northern Post",Complainant
by," Chief Editor, Northern Post",Complainant
by," Chief Editor, Northern Post",Complainant
by,"Correspondent,Crime Line",Complainant
by,Journalist,Complainant
by,Journalist,Complainant
by,UT Journalist Union,Complainant
by,Savera Times,Complainant
by,"Correspondence, Aaj Ki Daastan",Complainant
by,"Correspondence, Aaj Ki Daastan",Complainant
by,"Publihser/Editor, Amit Lekh",Complainant
by,"Publihser/Editor, Amit Lekh",Complainant
by,"Publihser/Editor, Amit Lekh",Complainant
by,,Complainant
by,,Complainant
by,,Complainant
by,"Editor, Thakur Sahab Times",Complainant
by,President & Uttar Pradesh Working Journalist Union,Complainant
by,General Secretary Uttar Pradesh Working Journalist Union,Complainant
by,Journalist Rashtriya Sahara,Complainant
by,Journalist Rashtriya Sahara,Complainant
by,Journalist Rashtriya Sahara,Complainant
by,Bureau Chief Jansandesh Times,Complainant
by,Bureau Chief Jansandesh Times,Complainant
by,"Working Journalist, Dainik Vishwa Pariwar",Complainant
by,"Correspondent, Raj Express",Complainant
by,"Correspondent, Raj Express",Complainant
by,"Editor, Lalit Mashal",Complainant
by,"Correspondent, Sanjha Lokswami",Complainant
by,,Complainant
by,,Complainant
by,,Complainant
by,"Editor, Thinaboomi",Complainant
by,Freelance Journalist,Complainant
by,Freelance Journalist,Complainant
by,Freelance Journalist,Complainant
by,Freelance Journalist,Complainant
by,Freelance Journalist,Complainant
by,"Editor, Marulehar",Complainant
by,"Editor, Marulehar",Complainant
by,Dainik Fauladi Kalam,Complainant
by,Correspondent Madhyaken Weekly,Complainant
by,Na-tional Vice-President Small Press Association of India,Complainant
by,"Edi-tor, 'Roorki-Darpan",Complainant
by,Yug Seva,Complainant
by,Akash Marg',Complainant
by,Balcharcha,Complainant
by,"Publisher/Editor, Patrakara Ankushika",Complainant
by,"Publisher/Editor, Patrakara Ankushika",Complainant
by,"Editor, Roshni Aur Parda Weekly",Complainant
by,"Chief Editor, Ghar Ghar Ki Laaj",Complainant
by,General Secretary & Pres-ident Doon Press Club,Complainant
by,General Secretary & Pres-ident Doon Press Club,Complainant
by,"Staff Correspondent, Hindustan",Complainant
by, Editor The Pilot,Complainant
by, Editor The Pilot,Complainant
by,Dainik Sambad,Complainant
by,"Executive Editor, Roshan-E-Vatan ",Complainant
by,"Executive Editor, Roshan-E-Vatan ",Complainant
by,"Executive Editor, Roshan-E-Vatan ",Complainant
by,"Representative, Janvarta ",Complainant
by,,Complainant
by,Journalist,Complainant
by,"Editor, Dainik Purab Paschim Jyoti",Complainant
by,"Editor, Meri Kalpana",Complainant
by,"Member PCI ,Editor ,Sandhya Jyoti Darpan",Complainant
by," Editor, Avinash Jyoti",Complainant
by,Lokmat Dainik,Complainant
by,Agnigar,Complainant
by,Correspondent of Dainik Karmyug Prakash Gursarai,Complainant
by,Yugvani,Complainant
by,The Staunch' English weekly published from Silchar & Gawahati,Complainant
by,The Staunch' English weekly published from Silchar & Gawahati,Complainant
by,The Staunch' English weekly published from Silchar & Gawahati,Complainant
by,Amar Ujala,Complainant
by,Amar Ujala,Complainant
by,"Correspondent, Suraj Kesari",Complainant
by,,Complainant
by,Correspondent AIR & UNI,Complainant
by,Correspondent Bhaskar Darshan,Complainant
by,Correspondent of Rashtriya Sahara,Complainant
by,Correspondent Sputnik,Complainant
by,"Correspondent, Dainik Sandhya Prabhat Kiran",Complainant
by,Publisher Kahan Sunon,Complainant
by,Editor Kahan Sunon,Complainant
by,"Correspondent, Amar Ujala",Complainant
by,"Chief Editor,Banda Tahazeeb",Complainant
by,Banda Tahazeeb,Complainant
by,"Publisher, Yuva Prayas",Complainant
by,Seema Ki Lalkar,Complainant
by,"Chief Editor ,Janmat Times",Complainant
by,Amar Ujala,Complainant
by,Rajdeep Sandesh,Complainant
by,Editor & Publisher Dholpur Chitran Weekly,Complainant
by,Editor & Publisher Dholpur Chitran Weekly,Complainant
by," Editor, Shivpuri",Complainant
by,President Rajasthan Unit AISMNF,Complainant
by," Editor, Gulabi Halchal",Complainant
by,Member Press Council of India,Complainant
by,Sare Rah,Complainant
by,"Correspondent,Tarun Mitra",Complainant
by,New Delhi Eyes,Complainant
by,New Delhi Eyes,Complainant
by,"President, Rajasthan Small & Periodical Newspaper Editor's Council",Complainant
by,Veer Rajasthan,Complainant
by,Nirantar,Complainant
by,"Press Representative ,Dharmadharm",Complainant
by,Raj Rappa Times,Complainant
by,Vyapar Kesari,Complainant
by,Correspondent Swatantra Bharat,Complainant
by,Correspondent Swatantra Bharat,Complainant
by,Journalist  Dainik Din-Raat,Complainant
by,Reporter Adarsh Panchayati Raj,Complainant
by,Reporter Adarsh Panchayati Raj,Complainant
by,Reporter Adarsh Panchayati Raj,Complainant
by,"Correspondent, Dainik Hindustan and  Dainik Aaj Tak Channel",Complainant
by,"Correspondent, Dainik Hindustan and  Dainik Aaj Tak Channel",Complainant
by,UT Journalist Union,Complainant
by,"Managing Editor, Savera India Times",Complainant
by,Editor/Publisher Divye Prabhat,Complainant
by,Editor/Publisher Divye Prabhat,Complainant
by,Editor/Publisher Divye Prabhat,Complainant
by,"Chief Editor, Seema Rekha",Complainant
by,"Editor/Publisher, Daily Desher Katha",Complainant
by,"Editor/Publisher, Daily Desher Katha",Complainant
by,"Bureau Chief,Pratah Kamal",Complainant
by,Editor Nyaya Ki Kalam,Complainant
by,Editor Nyaya Ki Kalam,Complainant
by,Editor Nyaya Ki Kalam,Complainant
by,Editor Nyaya Ki Kalam,Complainant
by,"Correspondent, Dainik Aaj",Complainant
by,"Correspondent, Dainik Aaj",Complainant
by,"District Representative, Univarta",Complainant
by,"District Representative, Univarta",Complainant
by,,Complainant
by,,Complainant
by,,Complainant
by,"Editor, Alert Team",Complainant
by,Kanpur Mandal Prabhari,Complainant
by,,Complainant
by,,Complainant
by,,Complainant
by,,Complainant
by,,Complainant
by,,Complainant
by,,Complainant
by,Publisher/Editor Yug Jwala,Complainant
by,Publisher/Editor Yug Jwala,Complainant
by,Correspondent Azad Mazdoor,Complainant
by,Cameraman Azad News,Complainant
by,Chief Editor 'Khatouli Bulletin' published from Khatouli,Complainant
by,,Complainant
by,,Complainant
by,Correspondent Jadid Markaz,Complainant
by,Bahar-e-Hardoi,Complainant
by,"Correspondent, Dainik Sanmarg",Complainant
by,Hachukni Kok,Complainant
by,"Correspondent ,Business Ranchi Standard",Complainant
by,Rishi Chakra,Complainant
by,"Ajit,Punjabi Daily",Complainant
by,"correspondent, Dainik Jagran",Complainant
by,"correspondent, Dainik Jagran",Complainant
by,"correspondent, Dainik Jagran",Complainant
by,"Editor/Publisher, 'Chanchal' Daily ",Complainant
