table_name,affiliation,type
against,,Complainant
against,,Complainant
against,,Complainant
against,,Complainant
against,,Complainant
against,,Complainant
against,,Complainant
against,,Complainant
against,,Complainant
against,,Complainant
against,,Complainant
against,,Complainant
against,,Complainant
against,,Complainant
against,,Complainant
against,,Complainant
against,,Complainant
against,,Complainant
against,,Complainant
against,,Complainant
against,,Complainant
against,,Complainant
against,,Complainant
against,,Complainant
against,,Complainant
against,,Complainant
against,,Complainant
against,,Complainant
against,,Complainant
against,,Complainant
against,,Complainant
against,,Complainant
against,,Complainant
against,,Complainant
against,,Complainant
against,,Complainant
against,,Complainant
against,,Complainant
against,,Complainant
against,,Complainant
against,,Complainant
against,,Complainant
against,,Complainant
against,,Complainant
against,,Complainant
against,,Complainant
against,,Complainant
against,,Complainant
against,,Complainant
against,,Complainant
against,,Complainant
against,,Complainant
against,,Complainant
against,,Complainant
against,,Complainant
against,,Complainant
against,,Complainant
against,,Complainant
against,,Complainant
against,,Complainant
against,,Complainant
against,,Complainant
against,,Complainant
against,,Complainant
against,,Complainant
against,,Complainant
against,,Complainant
against,,Complainant
against,,Complainant
against,,Complainant
against,,Complainant
against,,Complainant
against,,Complainant
against,,Complainant
against,,Complainant
against,,Complainant
against,,Complainant
against,,Complainant
against,,Complainant
against,,Complainant
against,,Complainant
against,,Complainant
against,,Complainant
against,,Complainant
against,,Complainant
against,,Complainant
against,,Complainant
against,,Complainant
against,,Complainant
against,,Complainant
against,,Complainant
against,,Complainant
against,,Complainant
against,,Complainant
against,,Complainant
against,,Complainant
against,,Complainant
against,,Complainant
against,,Complainant
against,,Complainant
against,,Complainant
against,,Complainant
against,,Complainant
against,,Complainant
against,,Complainant
against,,Complainant
against,,Complainant
against,,Complainant
against,,Complainant
against,,Complainant
against,,Complainant
against,,Complainant
against,,Complainant
against,,Complainant
against,,Complainant
against,,Complainant
against,,Complainant
against,,Complainant
against,,Complainant
against,,Complainant
against,,Complainant
against,,Complainant
against,,Complainant
against,,Complainant
against,,Complainant
against,,Complainant
against,"Regional Director, CBSE present Secretary",Complainant
against,Advocate,Complainant
against,,Complainant
against,,Complainant
against,,Complainant
against,Advocate,Complainant
against,Popular Front of India,Complainant
against,,Complainant
against,,Complainant
against,,Complainant
against,,Complainant
against,,Complainant
against,,Complainant
against,,Complainant
against,,Complainant
against,,Complainant
against,,Complainant
against,,Complainant
against,,Complainant
against,,Complainant
against,,Complainant
against,,Complainant
against,,Complainant
against,,Complainant
against,"State President, Rajasthan Rawat Rajput",Complainant
against,S.P,Complainant
against,,Complainant
against,,Complainant
against,,Complainant
against,,Complainant
against,,Complainant
against,,Complainant
against,,Complainant
against,,Complainant
against,,Complainant
against,,Complainant
against,"Jogi Ashram, ",Complainant
against,,Complainant
against,Private Secretary to Minister of Women & Child Development,Complainant
against,Rashtirya Swayamsevak Sangh,Complainant
against,"District President, Akhil Bhartiya Udyog Vyapar Mandal",Complainant
against,Advocate,Complainant
against,"IPS, CID",Complainant
against,"General Manager (law-II) & Joint Head of law Department, State Bank of India",Complainant
against,,Complainant
against,"IPS, S.P.",Complainant
against,"Author & Publisher, Stellar",Complainant
against,President of Vigilance Committee,Complainant
against,President of Vigilance Committee,Complainant
against,,Complainant
against,,Complainant
against,,Complainant
against,,Complainant
against,KGMOA,Complainant
against,,Complainant
against,,Complainant
against,Mayor Kochi Municipal Corporation,Complainant
against,,Complainant
against,,Complainant
against,Gurukripa Career Institute,Complainant
against,"Head Public Awareness Division, Department of Atomic Energy",Complainant
against,"Hon. Director, VidyaPrasarak Mandal’s Centre for International Studies",Complainant
against,,Complainant
against," Chief Editor, Bundelkhand Chetna",Complainant
against,,Complainant
against,,Complainant
against,,Complainant
against,,Complainant
against,,Complainant
against,,Complainant
against,,Complainant
against,,Complainant
against,,Complainant
against,Deputy Commercial Tax Offcier,Complainant
against,"General Secretary, Tamil Nadu Min Kazhaga Thozhilalar Munnetra Sangam",Complainant
against,,Complainant
against,,Complainant
against,,Complainant
against,,Complainant
against,Advocate,Complainant
against,,Complainant
against,,Complainant
against,,Complainant
against,,Complainant
against,,Complainant
against,,Complainant
against,,Complainant
against,Municipal Corporation,Complainant
against,,Complainant
against,,Complainant
against,Senior Professor & Head Department of Cardiac Surgery,Complainant
against,"Programme and Research Manager, Right livelihood Award Foundation",Complainant
against,"Programme and Research Manager, Right livelihood Award Foundation",Complainant
against,Director for Health Servies,Complainant
against,,Complainant
against,,Complainant
against,General Secretary,Complainant
against,,Complainant
against,,Complainant
against,,Complainant
against,,Complainant
against,,Complainant
against,"Spokesperson, Shri Yog Vedant Sewa Samiti",Complainant
against,Deputy Commissioner,Complainant
against,,Complainant
against,,Complainant
against,,Complainant
against,,Complainant
against,,Complainant
against,"Ex-BDO In-charge of laikera, Block at Present, Additional Block Development Offcier",Complainant
against,"Ex-BDO In-charge of laikera, Block at Present, Additional Block Development Offcier",Complainant
against,,Complainant
against,,Complainant
against,SHO,Complainant
against,,Complainant
against,,Complainant
against,,Complainant
against,Agriculture Minister,Complainant
against,,Complainant
against,MIA,Complainant
against,,Complainant
against,,Complainant
against,,Complainant
against,"Senior Vice President, legal and Company Secretary, TATA AIG life Insurance Company ltd.",Complainant
against,,Complainant
against,,Complainant
against,,Complainant
against,IAS (Retd.),Complainant
against,Advocate,Complainant
against,,Complainant
against,Advocate,Complainant
against,,Complainant
against,,Complainant
against,Advocate,Complainant
against,"All India President, Anti Corruption & Crime Prevention Council",Complainant
against,"All India President, Anti Corruption & Crime Prevention Council",Complainant
against,,Complainant
against,,Complainant
against,"Group President & General Counsel, Yes Bank ltd.",Complainant
against,Government General Hospital,Complainant
against,,Complainant
against,,Complainant
against,,Complainant
against,,Complainant
against,,Complainant
against,,Complainant
against,Department of Chemistry,Complainant
against,,Complainant
against,"Major General, Director General Resettlement, Ministry of Defence",Complainant
against,,Complainant
against,,Complainant
against,,Complainant
against,"Managing Director, Nahalchand laloochand Pvt. ltd.",Complainant
against,"Managing Director, Nahalchand laloochand Pvt. ltd.",Complainant
against,Member of legislative Assembly,Complainant
against," Sanatan Dharm, Shiv Mandir",Complainant
against,State Bank of Patiala,Complainant
against," librarian, Indira Gandhi University",Complainant
against,,Complainant
against,Advocate,Complainant
against,Advocate,Complainant
against,Advocate,Complainant
against,,Complainant
against,,Complainant
against,,Complainant
against,"Secretary, Intezamia Committee",Complainant
against," Principal,Vanijya Mahavidyalaya",Complainant
against,,Complainant
against,"President, All India True Christian Council",Complainant
against,"President, All India True Christian Council",Complainant
against,"President, All India True Christian Council",Complainant
against,,Complainant
against,"Project Director, APS Housing Corporation",Complainant
against,"Former Commissioner, Hindu Religious & Charitable Endowments Department",Complainant
against,Daivagna Brahman Sangha,Complainant
against,,Complainant
against,"Teacher, Government UP School Kalikkadavu",Complainant
against,,Complainant
against,,Complainant
against,,Complainant
against,"Divisional Secretary, West Central Railway",Complainant
against," Director, Shree Awdhoot Education Society",Complainant
against,,Complainant
against," President, Soghurt Food Products & Co.",Complainant
against,,Complainant
against,,Complainant
against,,Complainant
against,"Joint General Manager, Ordinance Parachute Factory",Complainant
against,,Complainant
against,,Complainant
against,,Complainant
against,,Complainant
against,"PPS, Deputy Superintendent of Police, Sub Division, GRP Jalandhar",Complainant
against,,Complainant
against,"Branch Manager, ZilaSahkari Bank",Complainant
against,,Complainant
against," Additional Secretary, Ministry of Agriculture & Farmers Welfare",Complainant
against,,Complainant
against,Advocate,Complainant
against,,Complainant
against,,Complainant
against,,Complainant
against,,Complainant
against,,Complainant
against,"Ex-Founder Secretary, Dergaon Journalists Association",Complainant
against,"Authorized Representative, Jindal Steel & Power ltd.",Complainant
against,Kerala Pranth Saha Sangh,Complainant
against,,Complainant
against,"Senior Superintendent, Central Jail",Complainant
against,"Additional Secretary, Government of Madhya Pradesh",Complainant
against,,Complainant
against,,Complainant
against,,Complainant
against,Freelance Journalist,Complainant
against,,Complainant
against,,Complainant
against,,Complainant
against,,Complainant
against,,Complainant
against,,Complainant
against,,Complainant
against,,Complainant
against,,Complainant
against,,Complainant
against,,Complainant
against,,Complainant
against, Chief Forest Offcier,Complainant
against, Chief Forest Offcier,Complainant
against, Chief Forest Offcier,Complainant
against, Chief Forest Offcier,Complainant
against, Chief Forest Offcier,Complainant
against, Chief Forest Offcier,Complainant
against, Chief Forest Offcier,Complainant
against, Chief Forest Offcier,Complainant
against, Chief Forest Offcier,Complainant
against,"Disciple of late Shri Shayamdas, Akhil Bhartiya Panch Ramanandiya",Complainant
against,"OSD, Tirthankar Mahavir University",Complainant
